"";"UN";"year";"month";"elec_id";"country.x";"date.x";"presidential";"legislative_type";"elecrule";"tier1_formula";"tier2_formula";"tier3_formula";"tier4_formula";"mixed_type";"multi";"multi_linked";"seats";"tier1_avemag";"tier1_districts";"upperseats";"uppertier";"tier2_districts";"tier3_districts";"tier4_districts";"enep";"enep_others";"enep1";"enpp";"enpp_others";"enpp1";"enpres";"preselecrule";"region1";"region2";"region3";"aclp_code";"ccode";"ccode2";"day";"regime";"secondround";"thirdround";"X1.x";"varmag";"sdmag";"memag";"country.y";"X1.y";"country";"date.y";"EthAl";"scode";"sname";"cow"
"296";214;2016;"5";"L-DOM-2016-5-15";"Dominican Republic";"15-May-16";0;2;9;25;NA;NA;NA;NA;0;0;190;5,9375;32;0;NA;0;0;0;4,311624;0;4,311624;2,655583;0;2,655583;NA;NA;7;7;7;54;42;42;"15";2;NA;NA;1405;NA;NA;NA;"Dominican Republic";53;"Dominican Republic";"1993";".4294000000000001";"42";"Dominican Republic";"42"
"297";214;1994;"5";"L-DOM-1994-5-16";"Dominican Republic";"16-May-94";0;2;9;25;NA;NA;NA;NA;0;0;120;4;30;0;0;0;0;0;2,71;0,75;2,71;2,43;0;2,43;NA;NA;7;7;7;54;42;42;"16";2;NA;NA;703;NA;NA;NA;"Dominican Republic";53;"Dominican Republic";"1993";".4294000000000001";"42";"Dominican Republic";"42"
"298";214;1974;"5";"L-DOM-1974-5-16";"Dominican Republic";"16-May-74";0;2;9;25;NA;NA;NA;NA;0;0;91;3,37;27;0;0;0;0;0;1,35;0;1,35;1,12;0;1,12;NA;NA;7;7;7;54;42;42;"16";2;NA;NA;345;NA;NA;NA;"Dominican Republic";53;"Dominican Republic";"1993";".4294000000000001";"42";"Dominican Republic";"42"
"299";214;1986;"5";"L-DOM-1986-5-16";"Dominican Republic";"16-May-86";0;2;9;25;NA;NA;NA;NA;0;0;120;4;30;0;0;0;0;0;3,19;1,18;3,19;2,53;0;2,53;NA;NA;7;7;7;54;42;42;"16";2;NA;NA;536;NA;NA;NA;"Dominican Republic";53;"Dominican Republic";"1993";".4294000000000001";"42";"Dominican Republic";"42"
"300";218;1984;"1";"L-ECU-1984-1-29";"Ecuador";"29-Jan-84";0;2;9;13;13;NA;NA;NA;1;0;71;2,95;20;12;16,9;1;0;0;10,32;0;10,32;5,98;0;5,98;NA;NA;7;7;7;71;130;130;"29";2;NA;NA;500;NA;NA;NA;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"301";218;1988;"1";"L-ECU-1988-1-31";"Ecuador";"31-Jan-88";0;2;9;13;13;NA;NA;NA;1;0;71;2,95;20;12;16,9;1;0;0;8,14;0;8,14;4,2;0;4,2;NA;NA;7;7;7;71;130;130;"31";2;NA;NA;569;NA;NA;NA;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"302";218;1979;"4";"L-ECU-1979-4-29";"Ecuador";"29-Apr-79";0;2;9;13;13;NA;NA;NA;1;0;69;2,85;20;12;17,39;1;0;0;6,4;0;6,4;3,95;0;3,95;NA;NA;7;7;7;71;130;130;"29";2;NA;NA;416;NA;NA;NA;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"303";218;2013;"2";"L-ECU-2013-2-17";"Ecuador";"17-Feb-13";0;2;9;25;26;NA;NA;NA;1;0;137;5,71;24;0;NA;0;0;0;3,26423;0;3,26423;1,754544;0;1,754544;NA;NA;7;7;7;71;130;130;"17";2;NA;NA;1301;5,13949579831933;2,26704561011007;3,91428571428571;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"304";218;1992;"5";"L-ECU-1992-5-17";"Ecuador";"17-May-92";0;2;9;13;13;NA;NA;NA;1;0;77;3,1;21;12;15,58;1;0;0;7,79;0;7,79;6,61;0;6,61;NA;NA;7;7;7;71;130;130;"17";2;NA;NA;654;NA;NA;NA;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"305";218;2009;"4";"L-ECU-2009-4-26";"Ecuador";"26-Apr-09";0;2;9;26;26;NA;NA;NA;1;0;124;4,29;24;15;12,1;1;0;0;3,86;0;3,86;3,46;0;3,46;NA;NA;7;7;7;71;130;130;"26";2;NA;NA;1150;15,2910052910053;3,91037150294001;4,42857142857143;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"306";218;1990;"6";"L-ECU-1990-6-17";"Ecuador";"17-Jun-90";0;2;9;13;13;NA;NA;NA;1;0;72;2,86;21;12;16,67;1;0;0;7,9;0;7,9;6,97;0;6,97;NA;NA;7;7;7;71;130;130;"17";2;NA;NA;610;NA;NA;NA;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"307";218;1996;"5";"L-ECU-1996-5-19";"Ecuador";"19-May-96";0;2;9;13;13;NA;NA;NA;1;0;82;3,33;21;12;14,63;1;0;0;6,43;1,3;6,43;5,11;0;5,11;NA;NA;7;7;7;71;130;130;"19";2;NA;NA;752;NA;NA;NA;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"308";218;2006;"10";"L-ECU-2006-10-15";"Ecuador";"15-Oct-06";0;2;9;25;NA;NA;NA;NA;0;0;99;4,5;22;0;0;0;0;0;6,11;8,6;6,39214811;5,57;0;5,57;NA;NA;7;7;7;71;130;130;"15";2;NA;NA;1044;NA;NA;NA;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"309";218;1998;"5";"L-ECU-1998-5-31";"Ecuador";"31-May-98";0;3;12;8;13;NA;NA;2;1;0;120;4,76;21;20;16,67;1;0;0;6,18;0,4;6,18;5,45;8,33;5,66;NA;NA;7;7;7;71;130;130;"31";2;NA;NA;809;NA;NA;NA;"Ecuador";55;"Ecuador";"1989";".655";"130";"Ecuador";"130"
"310";222;1994;"3";"L-SAL-1994-3-20";"El Salvador";"20-Mar-94";0;2;9;13;13;NA;NA;NA;1;0;84;4,57;14;20;23,8;0;0;0;3,48;0,7;3,48;3,06;0;3,06;NA;NA;7;7;7;55;92;92;"20";2;NA;NA;704;11,8021978021978;3,43543269504699;4,57142857142857;"El Salvador";57;"El Salvador";"1993";".1978";"92";"El Salvador";"92"
"311";222;1997;"3";"L-SAL-1997-3-16";"El Salvador";"16-Mar-97";0;2;9;13;13;NA;NA;NA;1;0;84;4,57;14;20;23,8;0;0;0;3,95;0;3,95;4,17;0;4,17;NA;NA;7;7;7;55;92;92;"16";2;NA;NA;782;11,8021978021978;3,43543269504699;4,57142857142857;"El Salvador";57;"El Salvador";"1993";".1978";"92";"El Salvador";"92"
"312";222;2006;"3";"L-SAL-2006-3-12";"El Salvador";"12-Mar-06";0;2;9;13;13;NA;NA;NA;1;0;84;4,57;14;20;23,8;0;0;0;3,03;0,1;3,03000459;3,04;0;3,04;NA;NA;7;7;7;55;92;92;"12";2;NA;NA;1045;32,6153846153846;5,71098805946787;6;"El Salvador";57;"El Salvador";"1993";".1978";"92";"El Salvador";"92"
"313";222;2009;"1";"L-SAL-2009-1-18";"El Salvador";"18-Jan-09";0;2;9;13;13;NA;NA;NA;1;0;84;4,57;14;20;23,8;0;0;0;2,92;1;2,920426445;2,94;0;2,94;NA;NA;7;7;7;55;92;92;"18";2;NA;NA;1151;32,6153846153846;5,71098805946787;6;"El Salvador";57;"El Salvador";"1993";".1978";"92";"El Salvador";"92"
"314";222;2000;"3";"L-SAL-2000-3-12";"El Salvador";"12-Mar-00";0;2;9;13;13;NA;NA;NA;1;0;84;4,57;14;20;23,8;0;0;0;3,68;0,41;3,68;3,47;0;3,47;NA;NA;7;7;7;55;92;92;"12";2;NA;NA;866;11,8021978021978;3,43543269504699;4,57142857142857;"El Salvador";57;"El Salvador";"1993";".1978";"92";"El Salvador";"92"
"315";222;2015;"3";"L-SAL-2015-3-1";"El Salvador";"1-Mar-15";0;2;9;13;13;NA;NA;NA;1;0;84;4,57;14;20;23,80952;0;0;0;3,299894;0;3,299894;3,153846;0;3,153846;NA;NA;7;7;7;55;92;92;"1";2;NA;NA;1372;31,0769230769231;5,57466797907491;6;"El Salvador";57;"El Salvador";"1993";".1978";"92";"El Salvador";"92"
"316";222;2012;"3";"L-SAL-2012-3-11";"El Salvador";"11-Mar-12";0;2;9;13;13;NA;NA;NA;1;0;84;4,57;14;20;23,80952;0;0;0;3,230906;0;3,230906;3,19276;0;3,19276;NA;NA;7;7;7;55;92;92;"11";2;NA;NA;1259;31,0769230769231;5,57466797907491;6;"El Salvador";57;"El Salvador";"1993";".1978";"92";"El Salvador";"92"
"317";222;2003;"3";"L-SAL-2003-3-16";"El Salvador";"16-Mar-03";0;2;9;13;13;NA;NA;NA;1;0;84;4,57;14;20;23,8;0;0;0;4,09;0;4,09;3,53;0;3,53;NA;NA;7;7;7;55;92;92;"16";2;NA;NA;948;11,8021978021978;3,43543269504699;4,57142857142857;"El Salvador";57;"El Salvador";"1993";".1978";"92";"El Salvador";"92"
"318";233;2011;"3";"L-EST-2011-3-6";"Estonia";"6-Mar-11";0;2;9;12;25;NA;NA;NA;1;1;101;8,42;12;-99;-99;1;0;0;4,73;4,6;4,76684461;3,84;0;3,84;NA;NA;9;9;4;159;366;366;"6";0;NA;NA;1223;5,35606060606061;2,31431644466797;8,41666666666667;"Estonia";60;"Estonia";"1994";".50617";"366";"Estonia";"366"
"319";233;2007;"3";"L-EST-2007-3-4";"Estonia";"4-Mar-07";0;2;9;12;25;NA;NA;NA;1;1;101;8,42;12;-99;-99;1;0;0;5,02;3,4;5,034650852;4,37;0;4,37;NA;NA;9;9;4;159;366;366;"4";0;NA;NA;1076;3,53787878787879;1,88092498199125;8,41666666666667;"Estonia";60;"Estonia";"1994";".50617";"366";"Estonia";"366"
"320";233;1992;"9";"L-EST-1992-9-20";"Estonia";"20-Sep-92";0;2;9;12;25;NA;NA;NA;1;1;101;8,42;12;-99;-99;1;0;0;8,72;4,3;8,865;5,9;0;5,9;NA;NA;9;9;4;159;366;366;"20";0;NA;NA;655;11,9015151515152;3,4498572653829;8,41666666666667;"Estonia";60;"Estonia";"1994";".50617";"366";"Estonia";"366"
"321";233;2015;"3";"L-EST-2015-3-1";"Estonia";"1-Mar-15";0;2;9;12;25;NA;NA;NA;1;1;101;8,42;12;-99;NA;1;0;0;5,139803;0;5,139803;4,716135;0;4,716135;NA;NA;9;9;4;159;366;366;"1";0;NA;NA;1373;8,99242424242424;2,99873710792131;8,41666666666667;"Estonia";60;"Estonia";"1994";".50617";"366";"Estonia";"366"
"322";233;2003;"3";"L-EST-2003-3-2";"Estonia";"2-Mar-03";0;2;9;12;25;NA;NA;NA;1;1;101;8,42;12;-99;-99;1;0;0;5,42;2,7;5,432734533;4,67;0;4,67;NA;NA;9;9;4;159;366;366;"2";0;NA;NA;949;5,35606060606061;2,31431644466797;8,41666666666667;"Estonia";60;"Estonia";"1994";".50617";"366";"Estonia";"366"
"323";233;1999;"3";"L-EST-1999-3-7";"Estonia";"7-Mar-99";0;2;9;12;25;NA;NA;NA;1;1;101;9,18;11;-99;-99;1;0;0;6,87;1,5;6,88;5,5;0;5,5;NA;NA;9;9;4;159;366;366;"7";0;NA;NA;833;2,56363636363636;1,60113596038449;9,18181818181818;"Estonia";60;"Estonia";"1994";".50617";"366";"Estonia";"366"
"324";233;1995;"3";"L-EST-1995-3-5";"Estonia";"5-Mar-95";0;2;9;12;25;NA;NA;NA;1;1;101;9,18;11;-99;-99;1;0;0;5,93;0,3;5,93;4,15;0;4,15;NA;NA;9;9;4;159;366;366;"5";0;NA;NA;732;3,36363636363636;1,83402190925746;9,18181818181818;"Estonia";60;"Estonia";"1994";".50617";"366";"Estonia";"366"
"325";246;1948;"7";"L-FIN-1948-7-2";"Finland";"2-Jul-48";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;4,9;0,5;4,9;4,54;0;4,54;NA;NA;10;10;3;106;375;375;"2";1;NA;NA;18;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"326";246;1958;"7";"L-FIN-1958-7-7";"Finland";"7-Jul-58";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,19;0,5;5,19;4,87;0;4,87;NA;NA;10;10;3;106;375;375;"7";1;NA;NA;138;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"327";246;1962;"2";"L-FIN-1962-2-5";"Finland";"5-Feb-62";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,86;0,7;5,86;5,09;0;5,09;NA;NA;10;10;3;106;375;375;"5";1;NA;NA;191;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"328";246;1951;"7";"L-FIN-1951-7-3";"Finland";"3-Jul-51";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;4,96;0,3;4,96;4,78;0;4,78;NA;NA;10;10;3;106;375;375;"3";1;NA;NA;50;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"329";246;1987;"3";"L-FIN-1987-3-16";"Finland";"16-Mar-87";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;6,15;0,6;6,15;4,93;0;4,93;NA;NA;10;10;3;106;375;375;"16";1;NA;NA;549;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"330";246;1991;"3";"L-FIN-1991-3-17";"Finland";"17-Mar-91";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,89;2,8;5,91;5,23;0;5,23;NA;NA;10;10;3;106;375;375;"17";1;NA;NA;633;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"331";246;1995;"3";"L-FIN-1995-3-19";"Finland";"19-Mar-95";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,77;0,8;5,78;4,88;0;4,88;NA;NA;10;10;3;106;375;375;"19";1;NA;NA;733;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"332";246;1954;"3";"L-FIN-1954-3-8";"Finland";"8-Mar-54";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;4,98;0,1;4,98;4,71;0;4,71;NA;NA;10;10;3;106;375;375;"8";1;NA;NA;88;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"333";246;2003;"3";"L-FIN-2003-3-16";"Finland";"16-Mar-03";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,65;2,8;5,667942477;4,93;0,5;4,930303849;NA;NA;10;10;3;106;375;375;"16";1;NA;NA;950;60,3809523809524;7,77051815395553;13,3333333333333;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"334";246;2007;"3";"L-FIN-2007-3-18";"Finland";"18-Mar-07";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,88;2,4;5,889991266;5,13;0,5;5,130329003;NA;NA;10;10;3;106;375;375;"18";1;NA;NA;1077;64,2380952380952;8,01486713789413;13,3333333333333;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"335";246;2011;"4";"L-FIN-2011-4-17";"Finland";"17-Apr-11";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;6,46;2;6,468367943;5,83;0,5;5,830424923;NA;NA;10;10;3;106;375;375;"17";1;NA;NA;1225;67,8095238095238;8,2346538366542;13,3333333333333;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"336";246;1999;"3";"L-FIN-1999-3-21";"Finland";"21-Mar-99";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,93;0;5,93;5,15;0;5,15;NA;NA;10;10;3;106;375;375;"21";1;NA;NA;834;52,2380952380952;7,22759263088998;13,3333333333333;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"337";246;1970;"3";"L-FIN-1970-3-16";"Finland";"16-Mar-70";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;6,17;0,2;6,17;5,58;0;5,58;NA;NA;10;10;3;106;375;375;"16";1;NA;NA;295;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"338";246;1972;"1";"L-FIN-1972-1-3";"Finland";"3-Jan-72";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,95;0;5,95;5,51;0;5,51;NA;NA;10;10;3;106;375;375;"3";1;NA;NA;320;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"339";246;1975;"9";"L-FIN-1975-9-22";"Finland";"22-Sep-75";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,89;0,8;5,89;5,31;0;5,31;NA;NA;10;10;3;106;375;375;"22";1;NA;NA;362;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"340";246;1966;"3";"L-FIN-1966-3-21";"Finland";"21-Mar-66";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,22;0;5,22;4,96;0;4,96;NA;NA;10;10;3;106;375;375;"21";1;NA;NA;242;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"341";246;1983;"3";"L-FIN-1983-3-21";"Finland";"21-Mar-83";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,45;0,1;5,45;5,34;0;5,34;NA;NA;10;10;3;106;375;375;"21";1;NA;NA;482;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"342";246;2015;"4";"L-FIN-2015-4-19";"Finland";"19-Apr-15";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;NA;0;0;0;6,562541;0;6,562541;5,842828;0;5,842828;NA;NA;10;10;3;106;375;375;"19";1;NA;NA;1375;68,0897435897436;8,25165096145878;15,3846153846154;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"343";246;1979;"3";"L-FIN-1979-3-13";"Finland";"13-Mar-79";0;2;9;25;NA;NA;NA;NA;0;0;200;13,3;15;0;0;0;0;0;5,74;0,2;5,74;5,21;0;5,21;NA;NA;10;10;3;106;375;375;"13";1;NA;NA;417;NA;NA;NA;"Finland";64;"Finland";"2001";".1314973099999999";"375";"Finland";"375"
"344";250;1993;"3";"L-FRN-1993-3-21";"France";"21-Mar-93";0;1;2;2;NA;NA;NA;NA;0;0;577;1;555;0;0;0;0;0;6,71;1,2;6,71;2,86;0;2,86;NA;NA;10;10;3;107;220;220;"21";1;"28-Mar-93";NA;679;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"345";250;2002;"6";"L-FRN-2002-6-9";"France";"9-Jun-02";0;1;2;2;NA;NA;NA;NA;0;0;577;1;555;0;0;0;0;0;5,22;9,1;5,441021501;2,26;3,472222222;2,263506249;NA;NA;10;10;3;107;220;220;"9";1;"16-Jun-02";NA;921;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"346";250;2012;"6";"L-FRN-2012-6-10";"France";"10-Jun-12";0;1;2;2;NA;NA;NA;NA;0;0;577;1;555;0;NA;0;0;0;5,228457;0;5,228457;2,833945;0;2,833945;NA;NA;10;10;3;107;220;220;"10";1;"June 17; 2012";NA;1261;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"347";250;1997;"5";"L-FRN-1997-5-25";"France";"25-May-97";0;1;2;2;NA;NA;NA;NA;0;0;577;1;555;0;0;0;0;0;6,54;1,9;6,55;3,54;0;3,54;NA;NA;10;10;3;107;220;220;"25";1;"1-Jun-97";NA;783;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"348";250;1973;"3";"L-FRN-1973-3-4";"France";"4-Mar-73";0;1;2;2;NA;NA;NA;NA;0;0;491;1;473;0;0;0;0;0;5,68;0;5,68;4,53;0;4,53;NA;NA;10;10;3;107;220;220;"4";1;"11-Mar-73";NA;334;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"349";250;2007;"6";"L-FRN-2007-6-10";"France";"10-Jun-07";0;1;2;2;NA;NA;NA;NA;0;0;577;1;555;0;0;0;0;0;4,32;4,3;4,349902845;2,49;4,332755633;2,500339615;NA;NA;10;10;3;107;220;220;"10";1;"17-Jun-07";NA;1078;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"350";250;1988;"6";"L-FRN-1988-6-5";"France";"5-Jun-88";0;1;2;2;NA;NA;NA;NA;0;0;575;1;555;0;0;0;0;0;4,38;0,1;4,38;3,07;0;3,07;NA;NA;10;10;3;107;220;220;"5";1;"12-Jun-88";NA;571;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"351";250;1986;"3";"L-FRN-1986-3-16";"France";"16-Mar-86";0;2;9;14;NA;NA;NA;NA;0;0;577;5,79;96;0;0;0;0;0;4,66;0;4,66;3,9;0;3,9;NA;NA;10;10;3;107;220;220;"16";1;NA;NA;537;16,7200657894737;4,08901770471512;5,78125;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"352";250;1978;"3";"L-FRN-1978-3-12";"France";"12-Mar-78";0;1;2;2;NA;NA;NA;NA;0;0;491;1;474;0;0;0;0;0;5,08;0,1;5,08;4,19;0;4,19;NA;NA;10;10;3;107;220;220;"12";1;"19-Mar-78";NA;404;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"353";250;1981;"6";"L-FRN-1981-6-14";"France";"14-Jun-81";0;1;2;2;NA;NA;NA;NA;0;0;491;1;474;0;0;0;0;0;4,14;0;4,14;2,68;0;2,68;NA;NA;10;10;3;107;220;220;"14";1;"21-Jun-81";NA;453;0;0;1;"France";65;"France";"1999";".1032168408080315";"220";"France";"220"
"354";268;2016;"10";"L-GRG-2016-10-8";"Georgia";"8-Oct-16";0;3;12;2;13;NA;NA;2;1;0;150;1;73;77;51,33333;1;0;0;3,1276;0;3,1276;1,607832;0;1,607832;NA;NA;9;9;4;161;372;372;"8";1;"30-Oct-16";NA;1406;78,054054054054;8,83482054453026;2,02702702702703;"Georgia";71;"Georgia";"1989";".4922740000000002";"372";"Georgia";"372"
"355";268;2012;"10";"L-GRG-2012-10-1";"Georgia";"1-Oct-12";0;3;12;3;13;NA;NA;2;1;0;150;1;73;77;51,33333;1;0;0;2,147407;0;2,147407;1,965066;0;1,965066;NA;NA;9;9;4;161;372;372;"1";1;NA;NA;1262;78,054054054054;8,83482054453026;2,02702702702703;"Georgia";71;"Georgia";"1989";".4922740000000002";"372";"Georgia";"372"
"356";276;1949;"8";"L-GFR-1949-8-14";"West Germany";"14-Aug-49";0;3;11;1;25;NA;NA;4;1;1;402;1;242;160;40;11;0;0;5,6;5,9;5,705;4,65;0,7;4,65;NA;NA;10;10;3;108;260;260;"14";0;NA;NA;28;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"357";276;1976;"10";"L-GFR-1976-10-3";"West Germany";"3-Oct-76";0;3;11;1;25;NA;NA;4;1;1;496;1;248;248;50;10;0;0;2,91;0,2;2,91;2,86;0;2,86;NA;NA;10;10;3;108;260;260;"3";0;NA;NA;371;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"358";276;1980;"10";"L-GFR-1980-10-9";"West Germany";"9-Oct-80";0;3;11;1;25;NA;NA;4;1;1;497;1;248;249;50;10;0;0;3,1;0,1;3,1;2,96;0;2,96;NA;NA;10;10;3;108;260;260;"9";0;NA;NA;436;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"359";276;1953;"9";"L-GFR-1953-9-6";"West Germany";"6-Sep-53";0;3;11;1;25;NA;NA;4;1;1;487;1;242;245;50;9;0;0;4,2;0,3;4,2;3,64;0;3,64;NA;NA;10;10;3;108;260;260;"6";0;NA;NA;76;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"360";276;1990;"12";"L-GMY-1990-12-2";"Germany";"2-Dec-90";0;3;11;1;13;NA;NA;4;1;1;662;1;328;334;50;16;0;0;3,75;0,2;3,75;3,17;0;3,17;NA;NA;10;10;3;191;255;260;"2";0;NA;NA;612;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"361";276;1994;"10";"L-GMY-1994-10-16";"Germany";"16-Oct-94";0;3;11;1;13;NA;NA;4;1;1;672;1;328;344;50;16;0;0;3,74;0;3,74;3,45;0;3,45;NA;NA;10;10;3;191;255;260;"16";0;NA;NA;706;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"362";276;1983;"3";"L-GFR-1983-3-6";"West Germany";"6-Mar-83";0;3;11;1;25;NA;NA;4;1;1;498;1;248;250;50;10;0;0;3,21;0,1;3,21;3,16;0;3,16;NA;NA;10;10;3;108;260;260;"6";0;NA;NA;483;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"363";276;1987;"1";"L-GFR-1987-1-25";"West Germany";"25-Jan-87";0;3;11;1;13;NA;NA;4;1;1;497;1;248;249;50;10;0;0;3,56;0,8;3,56;3,47;0;3,47;NA;NA;10;10;3;108;260;260;"25";0;NA;NA;550;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"364";276;1957;"9";"L-GFR-1957-9-15";"West Germany";"15-Sep-57";0;3;11;1;25;NA;NA;4;1;1;497;1;247;250;50;10;0;0;3,58;0,4;3,58;3,07;0;3,07;NA;NA;10;10;3;108;260;260;"15";0;NA;NA;122;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"365";276;1961;"9";"L-GFR-1961-9-17";"West Germany";"17-Sep-61";0;3;11;1;25;NA;NA;4;1;1;499;1;247;252;50;10;0;0;3,5;0,1;3,5;3,11;0;3,11;NA;NA;10;10;3;108;260;260;"17";0;NA;NA;171;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"366";276;1998;"9";"L-GMY-1998-9-27";"Germany";"27-Sep-98";0;3;11;1;13;NA;NA;4;1;1;669;1;328;341;50;16;0;0;3,79;0;3,79;3,31;0;3,31;NA;NA;10;10;3;191;255;260;"27";0;NA;NA;811;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"367";276;2002;"9";"L-GMY-2002-9-22";"Germany";"22-Sep-02";0;3;11;1;13;NA;NA;4;1;1;603;1;299;304;50;16;0;0;4,09;3;4,097555457;3,38;0;3,38;NA;NA;10;10;3;191;255;260;"22";0;NA;NA;922;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"368";276;1972;"11";"L-GFR-1972-11-19";"West Germany";"19-Nov-72";0;3;11;1;25;NA;NA;4;1;1;496;1;248;248;50;10;0;0;2,86;0,1;2,86;2,79;0;2,79;NA;NA;10;10;3;108;260;260;"19";0;NA;NA;321;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
"369";276;2005;"9";"L-GMY-2005-9-18";"Germany";"18-Sep-05";0;3;11;1;13;NA;NA;4;1;1;614;1;299;315;50;16;0;0;4,46;3,9;4,475230883;4,05;0;4,05;NA;NA;10;10;3;191;255;260;"18";0;NA;NA;1013;0;0;1;"Germany";72;"Germany";"1997";".1682020000000001";"255";"Germany";"255"
